,ID,NUM_SALES,ENTERED,EXITED
956,982,1394,16084,16660
957,983,43,16301,16373
958,984,2044,16134,16656
959,985,83,16216,16677
960,986,510,16334,16616
961,987,735,16277,16673
962,988,52,16213,16586
963,989,10902,16108,16682
964,990,407,16467,16671
965,991,773,16129,16343
966,992,197,16084,16269
967,993,309,16350,16492
968,994,17,16492,16512
969,995,17,16200,16262
970,996,45,16219,16448
971,997,5935,16171,16650
972,998,1059,16211,16677
973,999,992,16285,16674
974,1000,1039,16092,16675
975,1001,4861,16130,16656
976,1002,634,16424,16497
977,1004,32,16537,16587
978,1005,57,16480,16515
979,1006,750,16395,16676
980,1007,666,16219,16665
981,1008,1252,16129,16671
982,1009,201,16303,16396
983,1010,3353,16134,16672
984,1011,322,16339,16673
985,1012,111,16301,16602
986,1013,61,16627,16666
987,1014,3828,16085,16678
988,1015,249,16213,16338
989,1016,3475,16303,16647
990,1018,165,16402,16612
991,1019,1310,16129,16674
992,1020,106,16652,16674
993,1021,1774,16094,16675
994,1022,1538,16340,16674
995,1023,6,16129,16132
996,1025,406,16091,16635
997,1026,253,16338,16372
998,1027,633,16282,16672
999,1028,378,16557,16676
1000,1029,28,16629,16670
1001,1030,1161,16274,16678
1002,1031,2,16387,16388
1003,1032,285,16397,16461
1004,1033,1027,16282,16671
1005,1035,896,16340,16675
1006,1036,235,16535,16638
1007,1037,1073,16110,16240
1008,1038,477,16190,16284
1009,1039,76,16421,16444
1010,1040,32,16532,16591
1011,1041,1987,16211,16679
1012,1042,6,16381,16407
1013,1043,652,16610,16674
1014,1044,3734,16129,16670
1015,1045,70,16341,16427
1016,1046,1469,16315,16508
1017,1047,56,16462,16649
1018,1048,3976,16084,16674
1019,1049,1788,16282,16657
1020,1050,42,16367,16386
1021,1051,181,16277,16442
1022,1053,2353,16222,16672
1023,1054,593,16341,16537
1024,1055,348,16446,16535
1025,1056,1025,16463,16669
1026,1057,1128,16340,16666
1027,1058,7231,16150,16664
1028,1059,266,16392,16481
1029,1060,585,16430,16676
1030,1061,194,16108,16648
1031,1062,774,16211,16446
1032,1063,286,16240,16663
1033,1064,1391,16129,16673
1034,1065,1243,16171,16532
1035,1066,83,16129,16592
1036,1067,353,16093,16670
1037,1068,126,16598,16654
1038,1069,111,16379,16660
1039,1070,195,16160,16277
1040,1071,264,16616,16676
1041,1072,701,16211,16667
1042,1073,28,16185,16222
1043,1074,56,16617,16653
1044,1075,247,16131,16393
1045,1076,962,16302,16666
1046,1077,1891,16390,16679
1047,1078,301,16356,16466
1048,1079,356,16491,16652
1049,1080,81,16129,16666
1050,1081,961,16413,16676
1051,1082,26,16570,16595
1052,1083,211,16277,16577
1053,1084,2,16498,16499
1054,1085,1209,16171,16423
1055,1086,50,16178,16309
1056,1087,1969,16274,16681
1057,1088,407,16547,16670
1058,1089,200,16211,16482
1059,1090,336,16506,16670
1060,1091,195,16458,16482
1061,1092,135,16394,16597
1062,1093,456,16227,16490
1063,1094,60,16605,16631
1064,1095,10317,16384,16673
1065,1096,58,16091,16102
1066,1097,83,16104,16527
1067,1098,336,16129,16382
1068,1099,527,16438,16671
1069,1100,1181,16217,16673
1070,1101,31,16563,16576
1071,1102,180,16121,16540
1072,1103,33,16283,16312
1073,1104,986,16464,16655
1074,1105,3021,16405,16679
1075,1106,10569,16124,16670
1076,1107,73,16296,16489
1077,1108,36,16219,16401
1078,1109,39,16540,16669
1079,1110,420,16369,16535
1080,1111,19,16419,16576
1081,1112,40,16465,16674
1082,1113,35,16602,16676
1083,1114,243,16180,16679
1084,1115,183,16211,16383
1085,1116,1650,16544,16680
1086,1117,574,16532,16673
1087,1118,21,16367,16396
1088,1119,972,16563,16674
1089,1120,422,16384,16487
1090,1121,5,16299,16407
1091,1122,364,16131,16591
1092,1123,498,16571,16679
1093,1124,1111,16394,16490
1094,1125,420,16101,16391
1095,1126,296,16101,16613
1096,1127,622,16602,16675
1097,1128,2,16669,16670
1098,1129,13,16484,16569
1099,1130,631,16078,16660
1100,1131,3705,16171,16673
1101,1132,465,16172,16486
1102,1133,1,16135,16135
1103,1134,4596,16091,16678
1104,1135,7327,16171,16670
1105,1136,265,16316,16470
1106,1137,3906,16134,16670
1107,1138,937,16135,16509
1108,1139,103,16162,16236
1109,1140,673,16129,16420
1110,1141,527,16435,16638
1111,1142,366,16213,16422
1112,1143,97,16597,16667
1113,1144,9,16182,16214
1114,1145,1095,16282,16670
1115,1146,243,16386,16470
1116,1147,685,16097,16285
1117,1148,7,16217,16372
1118,1149,227,16407,16633
1119,1150,433,16491,16647
1120,1151,1335,16189,16672
1121,1152,1608,16171,16676
1122,1154,503,16566,16673
1123,1155,431,16476,16678
1124,1156,362,16245,16660
1125,1157,131,16604,16668
1126,1158,236,16355,16401
1127,1159,40,16596,16665
1128,1160,717,16282,16674
1129,1161,2107,16398,16672
1130,1162,11,16581,16669
1131,1163,1680,16521,16653
1132,1164,39,16569,16675
1133,1165,2035,16392,16647
1134,1166,1906,16119,16669
1135,1167,3,16629,16631
1136,1168,1312,16129,16680
1137,1170,47,16405,16423
1138,1171,86,16398,16516
1139,1172,14,16343,16396
1140,1173,641,16456,16678
1141,1174,1196,16115,16370
1142,1175,91,16502,16667
1143,1176,231,16521,16673
1144,1177,230,16370,16599
1145,1178,131,16482,16527
1146,1179,1007,16404,16670
1147,1180,1,16226,16226
1148,1181,54,16511,16674
1149,1182,365,16438,16590
1150,1183,233,16526,16611
1151,1184,134,16340,16420
1152,1185,159,16611,16678
1153,1186,447,16095,16572
1154,1187,258,16091,16654
1155,1188,1776,16129,16605
1156,1189,1405,16292,16669
1157,1190,1138,16426,16674
1158,1191,2,16367,16368
1159,1192,20870,16083,16675
1160,1193,1651,16391,16672
1161,1194,115,16461,16648
1162,1195,1434,16421,16673
1163,1196,10,16130,16166
1164,1197,3330,16274,16679
1165,1198,789,16602,16682
1166,1199,672,16388,16451
1167,1200,544,16245,16444
1168,1201,1150,16219,16463
1169,1202,162,16134,16291
1170,1203,5999,16152,16671
1171,1204,2365,16274,16677
1172,1205,616,16314,16481
1173,1206,3520,16132,16674
1174,1207,1207,16129,16399
1175,1208,125,16447,16555
1176,1209,281,16409,16555
1177,1210,413,16129,16646
1178,1211,81,16356,16451
1179,1212,7,16507,16516
1180,1213,27,16624,16677
1181,1214,798,16129,16673
1182,1215,219,16345,16533
1183,1216,63,16288,16679
1184,1217,8593,16126,16671
1185,1218,36,16613,16660
1186,1219,7,16648,16652
1187,1220,81,16116,16479
1188,1221,22,16181,16658
1189,1222,8,16416,16438
1190,1223,609,16390,16507
1191,1224,140,16211,16277
1192,1225,1632,16338,16679
1193,1226,226,16435,16519
1194,1227,1787,16422,16655
1195,1228,406,16196,16674
1196,1229,135,16448,16522
1197,1230,75,16545,16674
1198,1231,124,16439,16479
1199,1232,312,16532,16670
1200,1233,203,16602,16674
1201,1234,25,16248,16387
1202,1235,72,16481,16538
1203,1236,97,16587,16673
1204,1237,24,16393,16437
1205,1238,2024,16219,16507
1206,1240,87,16451,16629
1207,1241,379,16091,16670
1208,1242,13,16408,16429
1209,1243,665,16347,16674
1210,1244,9024,16357,16678
1211,1245,4133,16346,16676
1212,1246,244,16213,16570
1213,1247,484,16405,16668
1214,1248,272,16191,16658
1215,1249,1221,16119,16673
1216,1250,598,16299,16627
1217,1251,10,16133,16213
1218,1252,309,16555,16671
1219,1254,21351,16122,16656
1220,1255,3450,16129,16673
1221,1256,1547,16091,16373
1222,1257,2109,16171,16494
1223,1258,788,16101,16676
1224,1260,1546,16418,16678
1225,1261,2135,16177,16673
1226,1262,30,16385,16407
1227,1263,129,16091,16132
1228,1264,164,16141,16661
1229,1265,33,16508,16666
1230,1266,338,16194,16500
1231,1267,1606,16564,16673
1232,1268,945,16502,16565
1233,1269,892,16527,16676
1234,1270,1443,16129,16659
1235,1271,1479,16140,16668
1236,1272,154,16533,16681
1237,1273,2760,16129,16675
1238,1274,92,16488,16531
1239,1275,4342,16129,16671
1240,1276,41,16522,16632
1241,1277,213,16134,16359
1242,1278,242,16616,16674
1243,1279,44,16377,16423
1244,1280,46,16619,16626
1245,1281,512,16164,16671
1246,1283,4562,16442,16677
1247,1284,144,16599,16645
1248,1285,1075,16490,16674
1249,1286,285,16134,16620
1250,1287,11,16666,16674
1251,1288,337,16129,16469
1252,1289,319,16219,16479
1253,1290,69,16078,16221
1254,1291,3,16426,16428
1255,1292,1011,16274,16575
1256,1293,15,16318,16678
1257,1294,1004,16175,16672
1258,1295,33,16179,16314
1259,1296,183,16350,16671
1260,1297,667,16406,16674
1261,1298,734,16395,16671
1262,1299,59,16581,16673
1263,1300,36,16531,16537
1264,1301,118,16237,16410
1265,1302,1871,16274,16671
1266,1303,94,16387,16612
1267,1304,21,16367,16393
1268,1305,324,16463,16655
1269,1306,36,16365,16399
1270,1307,7,16276,16301
1271,1308,310,16495,16671
1272,1309,3818,16503,16630
1273,1310,99,16454,16561
1274,1311,113,16643,16657
1275,1312,1414,16276,16517
1276,1313,57,16129,16213
1277,1314,592,16135,16317
1278,1315,994,16495,16681
1279,1316,7,16623,16627
1280,1317,154,16395,16537
1281,1318,993,16528,16673
1282,1319,35,16621,16671
1283,1320,147,16357,16676
1284,1321,1347,16455,16675
1285,1322,101,16178,16220
1286,1323,274,16129,16606
1287,1324,13,16499,16533
1288,1325,2766,16135,16674
1289,1326,213,16528,16677
1290,1327,272,16441,16669
1291,1328,2584,16076,16473
1292,1329,22,16553,16640
1293,1330,65,16624,16673
1294,1331,985,16598,16683
1295,1332,661,16544,16669
1296,1333,415,16181,16641
1297,1334,8,16091,16211
1298,1335,781,16448,16669
1299,1336,255,16502,16659
1300,1337,45,16135,16325
1301,1338,33,16592,16681
1302,1339,1015,16392,16669
1303,1340,61,16227,16633
1304,1341,256,16420,16681
1305,1342,382,16532,16669
1306,1343,460,16345,16673
1307,1344,561,16101,16441
1308,1345,454,16189,16671
1309,1346,114,16521,16646
1310,1347,180,16211,16267
1311,1348,324,16373,16515
1312,1349,2076,16091,16463
1313,1350,922,16422,16538
1314,1351,21,16338,16558
1315,1352,37,16190,16214
1316,1353,2812,16171,16679
1317,1354,111,16605,16670
1318,1355,189,16212,16515
1319,1356,278,16387,16666
1320,1357,190,16546,16669
1321,1358,27,16657,16674
1322,1359,128,16389,16650
1323,1360,2964,16123,16669
1324,1361,522,16532,16627
1325,1362,907,16129,16459
1326,1363,197,16285,16457
1327,1364,359,16129,16674
1328,1365,46,16604,16624
1329,1366,2750,16392,16673
1330,1367,776,16259,16672
1331,1368,307,16135,16666
1332,1369,7,16639,16678
1333,1370,148,16375,16674
1334,1371,24,16618,16634
1335,1372,9,16514,16522
1336,1373,138,16467,16553
1337,1374,10,16595,16665
1338,1375,565,16206,16456
1339,1376,8,16457,16492
1340,1377,50,16563,16621
1341,1378,2423,16077,16600
1342,1379,2294,16190,16681
1343,1380,66,16442,16479
1344,1381,2400,16316,16672
1345,1382,4,16166,16220
1346,1383,47,16515,16651
1347,1384,83,16567,16653
1348,1385,48,16494,16551
1349,1386,329,16339,16671
1350,1387,952,16220,16656
1351,1388,5,16254,16258
1352,1389,2207,16077,16675
1353,1390,1584,16147,16612
1354,1391,708,16129,16660
1355,1392,76,16415,16610
1356,1393,151,16366,16673
1357,1394,63,16391,16528
1358,1395,65,16469,16597
1359,1396,887,16129,16637
1360,1397,238,16448,16477
1361,1398,570,16528,16673
1362,1399,994,16129,16363
1363,1400,2,16663,16664
1364,1401,4,16421,16422
1365,1402,1897,16171,16672
1366,1403,315,16301,16603
1367,1404,251,16366,16479
1368,1405,19,16533,16661
1369,1406,1543,16514,16680
1370,1407,1618,16338,16662
1371,1408,220,16195,16373
1372,1409,109,16118,16417
1373,1410,764,16424,16536
1374,1411,300,16333,16441
1375,1412,2268,16277,16670
1376,1413,1438,16435,16681
1377,1414,23,16589,16665
1378,1415,57,16514,16537
1379,1416,53,16656,16676
1380,1417,4791,16366,16674
1381,1418,65,16606,16674
1382,1419,526,16101,16552
1383,1420,8545,16152,16672
1384,1421,1361,16123,16296
1385,1422,10,16521,16534
1386,1423,391,16130,16445
1387,1424,1144,16219,16526
1388,1425,30,16133,16664
1389,1426,7,16126,16222
1390,1427,38,16301,16351
1391,1428,30,16499,16513
1392,1429,4650,16338,16565
1393,1430,98,16401,16552
1394,1431,80,16350,16511
1395,1432,7,16657,16674
1396,1433,72,16346,16352
1397,1434,1197,16521,16649
1398,1435,214,16419,16506
1399,1436,89,16373,16489
1400,1437,167,16274,16314
1401,1438,54,16140,16473
1402,1439,14,16647,16671
1403,1440,135,16129,16166
1404,1441,398,16129,16653
1405,1442,2381,16078,16538
1406,1443,397,16189,16672
1407,1444,2460,16237,16669
1408,1445,1643,16135,16671
1409,1446,6698,16115,16674
1410,1447,4,16119,16134
1411,1448,644,16133,16649
1412,1449,227,16348,16500
1413,1450,2268,16129,16671
1414,1451,212,16604,16640
1415,1452,1686,16211,16360
1416,1453,1405,16483,16670
1417,1454,88,16387,16585
1418,1455,2,16666,16667
1419,1456,161,16381,16427
1420,1457,6,16389,16395
1421,1458,173,16435,16598
1422,1459,273,16566,16651
1423,1460,901,16595,16669
1424,1461,2232,16511,16679
1425,1462,2260,16274,16556
1426,1463,84,16604,16659
1427,1464,10,16660,16668
1428,1465,1425,16277,16673
1429,1466,411,16512,16665
1430,1467,129,16481,16539
1431,1468,3995,16237,16586
1432,1469,3781,16129,16681
1433,1470,32,16226,16600
1434,1471,472,16464,16672
1435,1472,733,16311,16679
1436,1473,84,16134,16244
1437,1474,154,16220,16389
1438,1475,42,16278,16326
1439,1476,2,16205,16211
1440,1477,349,16401,16526
1441,1478,6,16660,16669
1442,1479,2321,16134,16674
1443,1480,60,16471,16505
1444,1481,105,16343,16589
1445,1482,5,16395,16400
1446,1483,2349,16138,16653
1447,1484,299,16495,16673
1448,1485,11,16480,16560
1449,1486,2316,16392,16674
1450,1487,536,16101,16670
1451,1488,4,16237,16240
1452,1489,52,16580,16641
1453,1490,3,16205,16221
1454,1491,987,16567,16679
1455,1492,316,16635,16674
1456,1493,1495,16348,16673
1457,1494,666,16469,16595
1458,1495,4,16400,16401
1459,1496,10,16617,16624
1460,1497,19,16335,16491
1461,1498,1589,16085,16624
1462,1499,762,16245,16522
1463,1500,214,16247,16669
1464,1501,137,16630,16652
1465,1502,444,16101,16666
1466,1503,56,16602,16622
1467,1504,677,16135,16421
1468,1505,205,16178,16664
1469,1506,2111,16084,16470
1470,1507,92,16277,16383
1471,1508,698,16277,16545
1472,1509,1734,16244,16561
1473,1510,1914,16301,16533
1474,1511,44,16528,16612
1475,1512,80,16231,16390
1476,1514,236,16534,16676
1477,1515,6,16410,16412
1478,1516,37,16406,16522
1479,1517,97,16389,16632
1480,1518,36,16171,16268
1481,1519,941,16214,16442
1482,1520,54,16335,16398
1483,1521,711,16579,16673
1484,1522,59,16129,16658
1485,1523,184,16131,16493
1486,1524,116,16596,16658
1487,1525,12,16368,16401
1488,1526,63,16174,16240
1489,1527,117,16287,16537
1490,1528,3,16166,16212
1491,1529,103,16537,16589
1492,1530,820,16444,16669
1493,1531,44,16662,16674
1494,1532,157,16076,16619
1495,1533,695,16087,16240
1496,1534,39,16190,16206
1497,1535,1093,16367,16670
1498,1536,990,16129,16669
1499,1537,2,16285,16286
1500,1538,2684,16129,16667
1501,1539,276,16314,16429
1502,1540,126,16151,16638
1503,1541,617,16229,16475
1504,1542,169,16541,16665
1505,1544,1123,16451,16527
1506,1545,799,16171,16670
1507,1546,56,16423,16642
1508,1547,31,16129,16166
1509,1548,2522,16213,16677
1510,1549,22,16239,16447
1511,1550,55,16404,16488
1512,1551,172,16491,16532
1513,1552,305,16526,16646
1514,1553,15,16611,16674
1515,1554,964,16103,16675
1516,1555,289,16314,16670
1517,1556,271,16274,16382
1518,1557,124,16522,16674
1519,1558,75,16466,16485
1520,1559,24,16581,16652
1521,1560,44,16624,16669
1522,1561,900,16545,16670
1523,1562,354,16314,16531
1524,1563,349,16214,16671
1525,1564,2891,16129,16674
1526,1565,241,16610,16676
1527,1566,71,16426,16664
1528,1567,722,16339,16669
1529,1568,72,16392,16471
1530,1569,15,16647,16671
1531,1570,236,16131,16668
1532,1571,11,16512,16568
1533,1572,68,16277,16629
1534,1573,854,16091,16460
1535,1574,14,16464,16537
1536,1575,1910,16161,16671
1537,1576,19,16202,16440
1538,1577,21,16351,16373
1539,1578,232,16606,16659
1540,1580,76,16350,16416
1541,1581,1048,16362,16503
1542,1582,187,16557,16674
1543,1583,14,16552,16653
1544,1584,573,16174,16492
1545,1585,931,16211,16668
1546,1586,27,16148,16296
1547,1587,72,16656,16674
1548,1588,2,16218,16227
1549,1589,326,16537,16678
1550,1590,261,16464,16533
1551,1591,1458,16091,16668
1552,1592,4,16660,16665
1553,1593,244,16544,16670
1554,1594,1265,16200,16672
1555,1595,30,16392,16551
1556,1596,11,16321,16335
1557,1598,7,16443,16669
1558,1599,3002,16191,16671
1559,1600,738,16211,16547
1560,1601,457,16129,16516
1561,1602,95,16211,16424
1562,1603,1037,16178,16596
1563,1604,7,16367,16380
1564,1605,609,16209,16384
1565,1606,15,16475,16612
1566,1607,311,16076,16287
1567,1608,1,16216,16216
1568,1609,200,16350,16386
1569,1610,1756,16514,16678
1570,1611,1129,16443,16598
1571,1612,1484,16171,16678
1572,1614,1410,16593,16677
1573,1615,1335,16366,16656
1574,1616,89,16511,16677
1575,1617,81,16131,16239
1576,1618,140,16237,16369
1577,1620,171,16471,16611
1578,1621,27,16595,16652
1579,1622,47,16340,16429
1580,1623,9974,16394,16647
1581,1624,741,16076,16343
1582,1625,70,16130,16332
1583,1626,183,16622,16669
1584,1627,117,16405,16441
1585,1628,1634,16396,16671
1586,1629,15,16463,16597
1587,1630,26,16442,16515
1588,1631,44,16212,16282
1589,1632,87,16301,16372
1590,1633,1328,16173,16516
1591,1634,42,16375,16488
1592,1635,480,16331,16661
1593,1636,71,16417,16442
1594,1637,481,16496,16665
1595,1638,440,16484,16679
1596,1639,250,16582,16677
1597,1640,100,16449,16671
1598,1641,265,16145,16376
1599,1642,218,16432,16576
1600,1643,328,16345,16596
1601,1644,211,16129,16277
1602,1645,106,16129,16221
1603,1646,247,16588,16671
1604,1647,40,16431,16532
1605,1648,769,16495,16672
1606,1649,36,16438,16534
1607,1650,145,16564,16668
1608,1651,183,16392,16646
1609,1652,1358,16560,16678
1610,1653,1265,16078,16466
1611,1654,2,16219,16220
1612,1655,1210,16532,16671
1613,1656,12,16545,16669
1614,1658,352,16314,16387
1615,1659,88,16463,16550
1616,1660,97,16544,16671
1617,1662,215,16135,16667
1618,1664,910,16482,16546
1619,1665,308,16484,16549
1620,1666,914,16340,16671
1621,1667,148,16092,16221
1622,1669,527,16248,16673
1623,1670,156,16380,16432
1624,1671,233,16491,16539
1625,1672,555,16129,16607
1626,1673,776,16190,16662
1627,1674,424,16373,16638
1628,1675,102,16636,16672
1629,1676,1,16131,16131
1630,1677,190,16129,16436
1631,1678,1105,16481,16673
1632,1679,175,16577,16598
1633,1680,8,16642,16647
1634,1681,109,16377,16490
1635,1682,5,16458,16463
1636,1683,414,16498,16651
1637,1684,380,16447,16660
1638,1685,31,16486,16505
1639,1686,208,16596,16668
1640,1688,95,16211,16555
1641,1689,213,16405,16422
1642,1690,965,16274,16481
1643,1691,73,16659,16680
1644,1692,2,16457,16458
1645,1693,547,16367,16456
1646,1695,592,16135,16222
1647,1696,799,16511,16671
1648,1697,23,16629,16673
1649,1698,65,16423,16480
1650,1699,6,16135,16208
1651,1700,83,16610,16675
1652,1701,73,16521,16646
1653,1702,782,16277,16661
1654,1703,655,16092,16666
1655,1704,13,16618,16676
1656,1705,18,16562,16628
1657,1706,978,16171,16674
1658,1707,107,16557,16646
1659,1708,5,16647,16663
1660,1709,77,16171,16317
1661,1710,17,16617,16631
1662,1712,61,16626,16672
1663,1713,353,16191,16297
1664,1714,316,16598,16674
1665,1716,134,16526,16633
1666,1717,2142,16499,16671
1667,1719,53,16597,16637
1668,1720,585,16534,16651
1669,1722,215,16127,16222
1670,1723,68,16172,16375
1671,1724,438,16366,16451
1672,1725,24,16559,16646
1673,1726,1368,16129,16339
1674,1727,12,16229,16348
1675,1728,442,16544,16674
1676,1730,112,16378,16458
1677,1731,1433,16129,16675
1678,1732,13,16617,16661
1679,1733,1,16293,16293
1680,1734,1361,16551,16674
1681,1735,5,16673,16680
1682,1736,1893,16489,16672
1683,1737,2054,16512,16679
1684,1738,6,16563,16565
1685,1739,369,16171,16537
1686,1740,456,16127,16674
1687,1741,83,16301,16372
1688,1742,108,16375,16466
1689,1743,8,16174,16363
1690,1745,656,16171,16667
1691,1746,53,16640,16676
1692,1747,6022,16171,16527
1693,1748,4,16552,16556
1694,1749,22,16512,16533
1695,1750,3064,16427,16674
1696,1751,2792,16129,16661
1697,1753,30,16350,16381
1698,1754,4,16663,16664
1699,1755,6,16506,16509
1700,1756,68,16129,16248
1701,1757,99,16592,16676
1702,1758,392,16617,16679
1703,1759,209,16537,16673
1704,1760,720,16539,16674
1705,1762,4,16389,16392
1706,1763,588,16525,16667
1707,1764,7,16476,16488
1708,1765,1897,16597,16659
1709,1766,15,16657,16672
1710,1767,414,16532,16672
1711,1768,271,16509,16649
1712,1769,365,16553,16673
1713,1770,6,16496,16523
1714,1771,263,16582,16626
1715,1772,2,16375,16376
1716,1773,727,16527,16677
1717,1774,273,16198,16609
1718,1775,167,16475,16579
1719,1777,37,16596,16610
1720,1778,389,16404,16513
1721,1779,40,16632,16646
1722,1780,91,16200,16239
1723,1781,2,16656,16657
1724,1782,391,16532,16660
1725,1783,329,16440,16675
1726,1784,6,16517,16584
1727,1785,422,16129,16389
1728,1786,19,16648,16676
1729,1787,370,16532,16675
1730,1788,2,16434,16435
1731,1789,270,16575,16677
1732,1790,572,16211,16667
1733,1791,5,16211,16254
1734,1792,3998,16529,16671
1735,1793,593,16091,16674
1736,1794,83,16399,16451
1737,1795,203,16274,16675
1738,1796,125,16521,16666
1739,1797,268,16274,16683
1740,1798,542,16473,16653
1741,1799,332,16609,16674
1742,1800,269,16193,16406
1743,1801,666,16501,16671
1744,1802,96,16528,16671
1745,1803,260,16350,16426
1746,1804,18,16640,16675
1747,1805,47,16281,16334
1748,1806,816,16397,16649
1749,1807,67,16132,16221
1750,1808,69,16176,16221
1751,1809,43,16647,16674
1752,1811,67,16639,16678
1753,1812,12,16661,16669
1754,1813,532,16495,16678
1755,1814,6,16171,16217
1756,1815,34,16258,16359
1757,1816,68,16532,16652
1758,1817,11,16606,16623
1759,1818,20,16533,16538
1760,1819,148,16612,16674
1761,1820,32,16657,16671
1762,1821,1185,16532,16669
1763,1822,7,16626,16665
1764,1823,19,16289,16396
1765,1824,3,16458,16460
1766,1825,28,16129,16410
1767,1826,383,16539,16597
1768,1827,618,16101,16254
1769,1828,3426,16277,16676
1770,1829,63,16130,16206
1771,1830,429,16084,16342
1772,1831,16,16644,16674
1773,1832,207,16608,16679
1774,1833,144,16583,16641
1775,1834,1053,16602,16675
1776,1835,208,16475,16620
1777,1836,717,16333,16510
1778,1837,122,16282,16618
1779,1838,405,16521,16669
1780,1839,295,16256,16401
1781,1841,51,16228,16445
1782,1842,1032,16198,16448
1783,1843,10,16664,16673
1784,1844,3027,16092,16675
1785,1845,9,16445,16467
1786,1846,52,16646,16674
1787,1847,548,16130,16240
1788,1848,90,16592,16671
1789,1849,31,16623,16661
1790,1850,3,16563,16564
1791,1851,63,16091,16252
1792,1852,43,16347,16385
1793,1853,118,16537,16680
1794,1854,57,16195,16344
1795,1855,187,16625,16682
1796,1856,10,16363,16667
1797,1857,355,16116,16262
1798,1858,2,16343,16344
1799,1859,248,16211,16344
1800,1862,2,16297,16298
1801,1863,225,16333,16582
1802,1864,19,16444,16468
1803,1865,521,16091,16221
1804,1866,2,16456,16532
1805,1867,656,16171,16425
1806,1868,78,16654,16670
1807,1869,100,16101,16383
1808,1870,226,16130,16278
1809,1871,107,16326,16550
1810,1872,115,16200,16645
1811,1873,47,16221,16603
1812,1874,26,16162,16517
1813,1875,43,16617,16661
1814,1876,1809,16084,16490
1815,1877,27,16626,16668
1816,1878,35,16500,16514
1817,1880,166,16129,16662
1818,1881,308,16358,16515
1819,1882,407,16189,16670
1820,1883,1529,16277,16541
1821,1884,30,16385,16395
1822,1885,1409,16129,16665
1823,1886,114,16324,16604
1824,1887,423,16171,16502
1825,1889,20,16220,16235
1826,1891,2408,16389,16671
1827,1892,26,16618,16662
1828,1893,1342,16347,16493
1829,1894,184,16161,16221
1830,1895,6,16410,16429
1831,1896,296,16627,16680
1832,1897,281,16597,16673
1833,1898,7,16511,16586
1834,1899,2673,16275,16513
1835,1900,290,16473,16665
1836,1902,12,16090,16164
1837,1903,146,16249,16458
1838,1904,560,16129,16582
1839,1905,5,16135,16147
1840,1906,914,16134,16519
1841,1907,88,16190,16625
1842,1908,224,16502,16678
1843,1910,37,16398,16491
1844,1911,1022,16547,16674
1845,1912,15,16649,16673
1846,1913,126,16487,16672
1847,1914,3,16214,16214
1848,1915,688,16592,16677
1849,1916,1,16673,16673
